filename,n_perm,null_min,null_max,null_mean,test_stat,p_value
rootedtree_65.txt,50,0.05575674669,0.0971948949,0.07332631021,0.09310040275,0.04
rootedtree_66.txt,50,0.07018546874,0.1191404326,0.0920909177,0.1514693622,0
rootedtree_67.txt,50,0.06538959727,0.1073167804,0.0820420114,0.1193564864,0
rootedtree_68.txt,50,0.00886083684,0.01523727647,0.01160072308,0.01232211606,0.26
rootedtree_69.txt,50,0.07365883046,0.1112872247,0.09152014981,0.1089341546,0.06
rootedtree_70.txt,50,0.07254498737,0.1405804113,0.09018245651,0.1273616003,0.02
rootedtree_71.txt,50,0.008471753562,0.01354670011,0.01112066269,0.01066193484,0.6
rootedtree_72.txt,50,0.06576692138,0.1059531727,0.08100210849,0.1244457031,0
rootedtree_73.txt,50,0.01595903963,0.03373002177,0.02220730951,0.02575782816,0.1
rootedtree_74.txt,50,0.05171110372,0.1312339728,0.08125016961,0.5696104121,0
rootedtree_75.txt,50,0.06386586312,0.1551756552,0.09004731837,0.1794867844,0
rootedtree_76.txt,50,0.07049747201,0.1090272188,0.08656293536,0.2225147393,0
rootedtree_77.txt,50,0.01031355253,0.0150987348,0.01262593309,0.01361071617,0.18
rootedtree_78.txt,50,0.008240154971,0.01517339214,0.01109319412,0.01305330687,0.06
rootedtree_79.txt,50,0.06981759893,0.1094089677,0.09192624794,0.150796432,0
rootedtree_80.txt,50,0.06001928077,0.1090041801,0.07772692216,0.08917461668,0.12
rootedtree_81.txt,50,0.01140413542,0.02654420923,0.01613470114,0.01671468761,0.36
rootedtree_82.txt,50,0.03517984953,0.07898433356,0.0520950185,0.0612972531,0.22
rootedtree_83.txt,50,0.01211113879,0.02257735779,0.01579918365,0.01497809304,0.58
rootedtree_84.txt,50,0.07017772925,0.1207004704,0.0936782657,0.1192561225,0.02
rootedtree_85.txt,50,0.0737649736,0.1204733214,0.09454022065,0.1508526963,0
rootedtree_86.txt,50,0.07753822973,0.1051207794,0.09152055489,0.1226773419,0
rootedtree_87.txt,50,0.06233799951,0.1006165622,0.08186551069,0.1081444456,0
rootedtree_88.txt,50,0.06283975657,0.1012865339,0.08179223547,0.1473971372,0
rootedtree_89.txt,50,0.08095130132,0.1228869398,0.09692078267,0.1594305636,0
rootedtree_90.txt,50,0.01763450022,0.04193384863,0.02515302428,0.02561835172,0.34
rootedtree_91.txt,50,0.05750273395,0.1019091929,0.07817839075,0.09707005467,0.04
rootedtree_92.txt,50,0.007305178657,0.01141284213,0.009324249771,0.01114265218,0.06
rootedtree_93.txt,50,0.06569388133,0.1261366001,0.08580157207,0.3725126605,0
rootedtree_94.txt,50,0.0690671928,0.1061996503,0.08602322843,0.123286759,0
rootedtree_95.txt,50,0.06643784338,0.1159959685,0.08553130792,0.1210176786,0
rootedtree_96.txt,50,0.06815829123,0.1023760257,0.08352997205,0.2653035823,0
rootedtree_97.txt,50,0.0679746517,0.09824642223,0.08224491384,0.09100586592,0.08
rootedtree_98.txt,50,0.009211021248,0.0173948277,0.01316476658,0.01200177852,0.78
rootedtree_99.txt,50,0.06040333515,0.09857252578,0.08122694483,0.260318008,0
rootedtree_100.txt,50,0.06151197948,0.0906681411,0.07489511321,0.09320933696,0
rootedtree_101.txt,50,0.01475426041,0.04090516312,0.01966958353,0.01952241902,0.38
rootedtree_102.txt,50,0.01044149349,0.0165306006,0.01249736944,0.01420322795,0.1
rootedtree_103.txt,50,0.07228380529,0.1234998794,0.08783917154,0.09544916906,0.16
rootedtree_104.txt,50,0.0100066395,0.01612883971,0.01312268253,0.01397334385,0.32
rootedtree_105.txt,50,0.06303673658,0.1122114708,0.08136641655,0.09785801568,0.04
rootedtree_106.txt,50,0.01375245207,0.04103050096,0.02128657311,0.01814675875,0.62
rootedtree_107.txt,50,0.01164855615,0.01773085983,0.01380246975,0.01209196159,0.9
